<Ticker>,<DTYYYYMMDD>,<Open>,<High>,<Low>,<Close>,<Volume>
FPT,20141028,16.9859,17.2310,16.9859,17.1609,383290
FPT,20141027,17.3360,17.4411,17.0559,17.0559,579320
FPT,20141024,17.5111,17.6862,17.3710,17.4411,480290
FPT,20141023,17.5112,17.8614,17.4411,17.4761,596130
FPT,20141022,17.6862,17.8613,17.5111,17.6863,410150
FPT,20141021,17.5111,17.6862,17.4411,17.5111,345010
FPT,20141020,17.6863,17.8614,17.5112,17.5111,394500
FPT,20141017,17.4761,17.6863,17.1609,17.6863,875080
FPT,20141016,18.0365,18.0365,17.3360,17.4061,1592280
FPT,20141015,18.0365,18.3867,17.8614,18.2116,814130
FPT,20141014,18.7369,18.7369,18.2116,18.2116,361650
FPT,20141013,18.2116,18.7369,18.2116,18.7369,452140
FPT,20141010,18.3867,18.5618,18.0365,18.2116,996930
FPT,20141009,18.7369,18.7369,18.3867,18.3867,801580
FPT,20141008,18.7369,18.7369,18.3867,18.5618,605320
FPT,20141007,18.7369,18.9120,18.5618,18.7369,844760
FPT,20141006,18.7369,18.9120,18.5618,18.7369,571810
FPT,20141003,18.7369,18.9120,18.5618,18.7369,780160
FPT,20141002,18.7369,18.9120,18.5618,18.9120,718170
FPT,20141001,18.3867,18.9120,18.3867,18.7369,771760
FPT,20140930,18.2116,18.5618,18.0365,18.2116,908550
FPT,20140929,18.3867,18.5618,18.2116,18.2116,683300
FPT,20140926,18.7369,18.7369,18.3867,18.3867,765550
FPT,20140925,18.5618,18.7369,18.2116,18.7369,1111670
FPT,20140924,18.3867,18.7369,18.2116,18.3867,1023270
FPT,20140923,18.5618,18.9120,18.3867,18.3867,1320590
FPT,20140922,18.9120,19.0871,18.5618,18.5618,1424110
FPT,20140919,19.2623,19.2623,18.9121,18.9120,1499270
FPT,20140918,19.7876,19.7876,19.0872,19.2623,1681870
FPT,20140917,19.9627,20.1378,19.6125,19.7876,2089480
FPT,20140916,19.6125,19.7876,19.2623,19.6125,1634520
FPT,20140915,19.9627,20.1378,19.4374,19.6125,1604040
FPT,20140912,19.6125,19.7876,19.2623,19.6125,1274520
FPT,20140911,19.6125,19.7876,19.4374,19.4374,978400
FPT,20140910,19.4374,19.7876,19.0872,19.6125,1663390
FPT,20140909,20.4880,20.4880,19.0871,19.4374,3943470
FPT,20140908,20.4880,20.8382,20.3129,20.4880,2368420
FPT,20140905,19.9627,20.3129,19.9627,20.3129,2025880
FPT,20140904,19.7876,19.9627,19.6125,19.9627,1391520
FPT,20140903,20.3129,20.4880,19.7876,19.9627,1754970
FPT,20140829,19.9627,20.1378,19.6125,20.1378,1498060
FPT,20140828,19.2623,20.1379,19.2623,19.9627,2505050
FPT,20140827,19.2623,19.6125,18.9121,19.2623,1956570
FPT,20140826,18.3867,19.4374,18.2116,19.2623,3673930
FPT,20140825,18.3867,18.5618,18.2116,18.3867,1798790
FPT,20140822,18.2116,18.3867,18.0365,18.2116,1804530
FPT,20140821,18.2116,18.3867,18.0365,18.0365,1643270
FPT,20140820,18.3872,18.3872,18.0370,18.2116,1321660
FPT,20140819,18.0403,18.5557,18.0403,18.2121,3127310
FPT,20140818,17.6967,18.2121,17.5249,18.0403,1735290
FPT,20140815,17.6967,17.8685,17.5249,17.6967,828590
FPT,20140814,17.6967,17.8685,17.5249,17.8685,1283060
FPT,20140813,17.5249,17.6967,17.3531,17.6967,842940
FPT,20140812,17.3531,17.5249,17.1813,17.3531,634600
FPT,20140811,17.5249,17.5249,17.1813,17.3531,640870
FPT,20140808,17.5249,17.6967,17.1813,17.3531,738670
FPT,20140807,17.5249,17.5249,17.1813,17.3531,648290
FPT,20140806,17.6967,17.6967,17.3531,17.5249,973690
FPT,20140805,17.5249,17.8686,17.5249,17.6967,1433070
FPT,20140804,17.1469,17.3530,17.0781,17.1813,757490
FPT,20140801,17.1813,17.3531,17.0782,17.1125,725990
FPT,20140731,17.1469,17.3531,17.0782,17.3531,705490
FPT,20140730,17.0782,17.5249,17.0782,17.1469,690950
FPT,20140729,17.1813,17.3531,17.0095,17.0782,938580
FPT,20140728,17.5249,17.5249,17.0782,17.1813,1675170
FPT,20140725,18.0403,18.3839,17.6967,17.6967,1257720
FPT,20140724,17.6967,18.2121,17.6967,18.0403,1516130
FPT,20140723,17.6967,18.0403,17.5249,17.6967,1050840
FPT,20140722,17.5249,18.2122,17.3531,17.8685,1282720
FPT,20140721,17.8685,18.2121,17.3531,17.5249,1718340
FPT,20140718,16.9064,18.0403,16.9064,18.0403,3985310
FPT,20140717,17.1125,17.1469,16.9064,16.9751,836020
FPT,20140716,17.3531,17.5249,17.1469,17.1469,1240280
FPT,20140715,17.3531,17.5249,17.1126,17.1813,785570
FPT,20140714,16.7346,17.0439,16.7002,16.9751,868190
FPT,20140711,16.7689,16.7689,16.5627,16.7346,671180
FPT,20140710,17.0782,17.0782,16.6315,16.7689,1262450
FPT,20140709,17.1813,17.1813,17.0094,17.0782,682070
FPT,20140708,17.1469,17.3531,17.0095,17.1469,668720
FPT,20140707,17.1470,17.6968,17.1470,17.1813,1768130
FPT,20140704,16.6658,17.0438,16.6314,17.0095,1789990
FPT,20140703,16.2191,16.6315,16.2191,16.5627,1296890
FPT,20140702,16.0473,16.1504,16.0473,16.1504,633630
FPT,20140701,16.0129,16.1503,16.0129,16.0473,595450
FPT,20140630,16.0130,16.1504,16.0130,16.0129,400120
FPT,20140627,15.9442,16.2879,15.9442,16.0817,1512800
FPT,20140626,16.0129,16.0816,15.9442,15.9786,340790
FPT,20140625,15.9442,16.1160,15.9099,16.0129,535400
FPT,20140624,15.7380,15.9099,15.7037,15.8755,314410
FPT,20140623,15.8755,15.8755,15.7380,15.7724,208170
FPT,20140620,15.8755,16.0817,15.8411,15.8755,279210
FPT,20140619,16.0129,16.0816,15.5318,15.8755,1065490
FPT,20140618,16.1160,16.1504,16.0129,16.0129,391410
FPT,20140617,15.9786,16.1504,15.8755,16.1160,816170
FPT,20140616,16.1504,16.1504,15.8755,15.9786,895350
FPT,20140613,16.1848,16.2192,16.0817,16.1504,453330
FPT,20140612,16.1504,16.3222,15.9786,16.1848,1051470
FPT,20140611,15.5319,15.9786,15.4975,15.9786,1506620
FPT,20140610,15.3257,15.7724,15.2913,15.4288,586890
FPT,20140609,15.5318,15.6005,15.3600,15.4288,563170
FPT,20140606,15.1538,15.4631,15.1538,15.4631,355690
FPT,20140605,15.1883,15.2570,15.0508,15.1882,390740
FPT,20140604,15.5319,15.5663,15.1195,15.2570,653550
FPT,20140603,15.5319,15.7037,15.4975,15.5319,377900
FPT,20140602,15.8068,15.8755,15.5319,15.6006,558490
FPT,20140530,15.8411,16.0816,15.7724,15.8755,659030
FPT,20140529,15.8068,16.2192,15.7724,15.8411,940410
FPT,20140528,15.8067,15.9786,15.7724,15.8068,690790
FPT,20140527,15.5663,15.8068,15.4975,15.6693,891290
FPT,20140526,15.4631,15.6006,15.3257,15.5319,686760
FPT,20140523,15.6349,15.8754,15.4975,15.6006,533720
FPT,20140522,15.8755,15.9442,15.6693,15.7380,1277180
FPT,20140521,15.2570,15.9443,15.1195,15.8755,1296900
FPT,20140520,15.0851,15.2569,14.8446,15.2570,1072290
FPT,20140519,15.1539,15.3944,14.7759,15.1195,901880
FPT,20140516,14.2605,15.1196,14.2261,15.1195,1085770
FPT,20140515,14.9477,15.3257,13.8481,14.2605,1266670
FPT,20140514,13.9512,14.9133,13.9512,14.8446,952710
FPT,20140513,13.8481,14.5698,13.7794,14.0199,2150110
FPT,20140512,15.4288,15.4288,14.8103,14.8103,1232320
FPT,20140509,15.8068,16.3222,15.3944,15.9099,1193120
FPT,20140508,16.9407,16.9407,16.3222,16.3222,1858320
FPT,20140507,17.8689,18.0407,17.3534,17.5249,1115910
FPT,20140506,17.5908,17.8594,16.9194,17.4565,1567890
FPT,20140505,18.5308,18.5308,17.7251,17.7251,1120840
FPT,20140429,18.2622,18.3965,18.1279,18.3965,496380
FPT,20140428,18.2623,18.5308,18.1280,18.3965,917950
FPT,20140425,17.5908,18.2622,17.5908,18.1280,1127330
FPT,20140424,17.5908,17.9936,17.3222,17.5908,1121510
FPT,20140423,17.9937,18.1280,17.4566,17.5908,692970
FPT,20140422,17.5908,17.9936,17.1879,17.9937,1077740
FPT,20140421,17.9937,18.1280,17.4566,17.4565,1218760
FPT,20140418,18.7994,18.7994,18.1280,18.1280,1033560
FPT,20140417,18.6651,18.7994,18.3965,18.7994,818960
FPT,20140416,18.7993,18.9336,18.2622,18.5308,1456070
FPT,20140415,19.2022,19.3365,18.7994,18.9336,1217060
FPT,20140414,19.0679,19.4707,18.9336,19.2022,1720820
FPT,20140411,18.6651,19.0680,18.6651,18.9336,924700
FPT,20140410,19.0679,19.0679,18.7993,18.7994,912440
FPT,20140408,18.7994,19.2022,18.7994,18.9336,1878400
FPT,20140407,18.3965,18.7993,18.2622,18.6651,1118980
FPT,20140404,18.3965,18.5308,18.1279,18.2622,830330
FPT,20140403,18.3965,18.5308,18.1279,18.3965,590550
FPT,20140402,18.5308,18.7994,17.8594,18.2622,1636330
FPT,20140401,18.7994,18.7994,18.2623,18.5308,737670
FPT,20140331,19.3364,19.3364,18.6650,18.7994,860380
FPT,20140328,18.5308,19.0679,18.3965,18.9336,994670
FPT,20140327,18.2622,18.3965,17.9936,18.2622,944990
FPT,20140326,18.7994,18.9337,18.1280,18.2622,1658730
FPT,20140325,19.0679,19.2022,18.6651,18.6651,1139950
FPT,20140324,19.0679,19.3365,19.0679,19.0679,719940
FPT,20140321,19.0679,19.4707,18.9336,19.2022,963090
FPT,20140320,19.3365,19.4708,18.9337,19.0679,993620
FPT,20140319,19.2022,19.6050,19.2022,19.3365,567100
FPT,20140318,18.1280,19.3365,17.9937,19.0679,2210540
FPT,20140317,18.3966,18.3966,18.1280,18.1280,960750
FPT,20140314,18.2622,18.3965,17.9936,18.1280,1435730
FPT,20140313,18.2623,18.3966,18.1280,18.2622,906880
FPT,20140312,18.6651,18.7994,18.1280,18.1280,1966080
FPT,20140311,17.0537,18.1279,16.7851,17.9937,2154020
FPT,20140310,16.9194,17.0537,16.7851,17.0537,505430
FPT,20140307,16.7851,17.0537,16.5165,16.9194,1032190
FPT,20140306,16.6509,16.9195,16.5166,16.7851,706070
FPT,20140305,16.6509,16.7851,16.3823,16.6509,611560
FPT,20140304,16.3823,16.5166,16.1138,16.3823,962100
FPT,20140303,17.0537,17.1880,16.3823,16.5166,1112540
FPT,20140228,16.9194,17.1880,16.6508,17.1880,1111220
FPT,20140227,17.1880,17.4566,16.9195,16.9194,1165490
FPT,20140226,16.6509,17.3223,16.5166,17.3223,2226350
FPT,20140225,15.7109,16.5166,15.7109,16.5166,1577680
FPT,20140224,15.5766,15.9794,15.3080,15.9795,979350
FPT,20140221,15.3080,15.7108,14.9052,15.5766,689100
FPT,20140220,15.8452,16.1138,14.9052,15.3080,1074480
FPT,20140219,15.3080,15.8451,15.3080,15.8452,999370
FPT,20140218,15.0395,15.3081,14.9052,15.3080,505020
FPT,20140217,15.0395,15.3081,14.9052,15.0395,359620
FPT,20140214,15.3080,15.4423,15.0394,15.1738,540290
FPT,20140213,15.3080,15.4423,15.0394,15.3080,621020
FPT,20140212,14.9052,15.3080,14.9052,15.3080,978110
FPT,20140211,15.0395,15.1738,14.6366,14.7709,1257350
FPT,20140210,14.5024,15.0395,14.2338,14.9052,611330
FPT,20140207,14.6366,14.7709,14.3680,14.3681,753990
FPT,20140206,14.7709,14.9052,14.3681,14.6366,538550
FPT,20140127,15.0395,15.1738,14.7709,14.9052,613960
FPT,20140124,14.7709,15.1737,14.5023,15.0395,836990
FPT,20140123,14.2338,14.6366,14.0995,14.6366,476170
FPT,20140122,14.3681,14.5024,13.9652,14.2338,650280
FPT,20140121,13.9652,14.2338,13.8309,14.2338,647850
FPT,20140120,13.8310,14.3681,13.8310,13.9652,883960
FPT,20140117,13.6967,14.0995,13.5624,13.8310,1192920
FPT,20140116,13.6967,13.6967,13.4281,13.5624,915150
FPT,20140115,13.3207,13.8310,13.2939,13.4281,1440070
FPT,20140114,13.1864,13.4012,13.1595,13.2133,757320
FPT,20140113,13.1596,13.2670,13.0790,13.1864,773230
FPT,20140110,13.0253,13.2938,13.0253,13.0790,704840
FPT,20140109,12.8104,12.9984,12.8104,12.9984,317250
FPT,20140108,12.7298,12.8910,12.7298,12.8373,129600
FPT,20140107,12.8910,12.8910,12.7567,12.7567,290990
FPT,20140106,12.7030,12.8910,12.6224,12.8910,301670
FPT,20140103,12.7030,12.7299,12.6225,12.7030,165110
FPT,20140102,12.7836,12.8373,12.6762,12.7299,207470
FPT,20131231,12.5956,12.8910,12.4882,12.6493,602000
FPT,20131230,12.7299,12.7299,12.5419,12.5419,365750
FPT,20131227,12.6762,12.7299,12.6493,12.6493,185110
FPT,20131226,12.5687,12.7298,12.5687,12.6493,443380
FPT,20131225,12.6225,12.6225,12.5687,12.5687,315920
FPT,20131224,12.6492,12.6761,12.5955,12.5956,219700
FPT,20131223,12.6224,12.7567,12.6224,12.6761,132970
FPT,20131220,12.7567,12.7567,12.6224,12.6224,169680
FPT,20131219,12.7030,12.7567,12.6761,12.7030,222690
FPT,20131218,12.7298,12.7298,12.6224,12.7030,127750
FPT,20131217,12.6761,12.7298,12.6492,12.6761,118230
FPT,20131216,12.6761,12.7030,12.6224,12.6761,106870
FPT,20131213,12.6493,12.7567,12.6224,12.6761,191610
FPT,20131212,12.5687,12.5687,12.4613,12.5687,332300
FPT,20131211,12.6761,12.6761,12.4881,12.5687,328330
FPT,20131210,12.7567,12.7567,12.6493,12.6761,364830
FPT,20131209,12.8910,12.8910,12.7567,12.7567,376760
FPT,20131206,12.9178,12.9447,12.8104,12.8910,509580
FPT,20131205,13.1058,13.1058,12.9178,12.9178,712960
FPT,20131204,13.1864,13.1864,13.0789,13.1058,464680
FPT,20131203,12.9179,13.2939,12.8910,13.1058,1303680
FPT,20131202,12.9715,12.9984,12.8909,12.9716,287190
FPT,20131129,12.9715,13.0253,12.9178,12.9178,190290
FPT,20131128,12.9984,13.0790,12.9984,12.9984,153520
FPT,20131127,13.0790,13.1058,12.9715,13.0521,204670
FPT,20131126,13.0252,13.0790,12.9715,13.0521,279960
FPT,20131125,13.0522,13.1059,12.9716,13.0521,447070
FPT,20131122,12.9447,13.0521,12.8641,13.0253,175950
FPT,20131121,12.9447,13.4281,12.8909,12.8910,472460
FPT,20131120,12.9716,12.9716,12.8105,12.9178,273870
FPT,20131119,12.9447,12.9984,12.8909,12.9716,314080
FPT,20131118,12.8910,13.0522,12.8642,12.9178,518370
FPT,20131115,12.4881,12.8104,12.4881,12.7836,707550
FPT,20131114,12.4345,12.4882,12.4076,12.4344,108680
FPT,20131113,12.4881,12.4881,12.3807,12.4076,77830
FPT,20131112,12.3807,12.5150,12.3807,12.4344,277180
FPT,20131111,12.3808,12.4076,12.3270,12.3807,147110
FPT,20131108,12.3002,12.3539,12.3002,12.3539,142130
FPT,20131107,12.3538,12.3807,12.3001,12.3002,205880
FPT,20131106,12.3539,12.3807,12.3270,12.3807,147130
FPT,20131105,12.3539,12.3539,12.3270,12.3270,170070
FPT,20131104,12.3808,12.3808,12.3002,12.3539,55500
FPT,20131101,12.3539,12.3539,12.3002,12.3539,124810
FPT,20131031,12.3808,12.3808,12.3002,12.3002,136460
FPT,20131030,12.2464,12.4344,12.2464,12.3539,251170
FPT,20131029,12.1390,12.2733,12.1390,12.2464,118960
FPT,20131028,12.3538,12.3538,12.1927,12.1927,90570
FPT,20131025,12.3270,12.3539,12.2196,12.2464,257460
FPT,20131024,12.3539,12.4882,12.3539,12.3539,257910
FPT,20131023,12.3002,12.4076,12.3002,12.4076,228910
FPT,20131022,12.3270,12.4076,12.3270,12.3539,213510
FPT,20131021,12.4076,12.5150,12.3807,12.4076,357910
FPT,20131018,12.3539,12.5687,12.3539,12.4076,470030
FPT,20131017,12.3807,12.4613,12.2733,12.3270,413030
FPT,20131016,12.2733,12.2733,12.1659,12.2733,361750
FPT,20131015,12.1121,12.2195,12.0853,12.2196,147540
FPT,20131014,12.1122,12.1122,12.0047,12.0584,164050
FPT,20131011,12.1659,12.2196,12.0585,12.0853,194600
FPT,20131010,12.2464,12.3002,12.1122,12.1122,259470
FPT,20131009,12.3270,12.3807,12.2464,12.2733,203180
FPT,20131008,12.3807,12.3807,12.2464,12.3270,150880
FPT,20131007,12.2195,12.4344,12.2195,12.3807,244840
FPT,20131004,12.0853,12.3002,12.0316,12.2464,435780
FPT,20131003,12.1122,12.1122,12.0048,12.0316,180150
FPT,20131002,12.0316,12.1390,12.0316,12.1122,125270
FPT,20131001,12.0585,12.1659,12.0316,12.0316,309650
FPT,20130930,12.1927,12.1927,12.0584,12.1122,191710
FPT,20130927,12.1659,12.1659,11.9779,12.0853,134960
FPT,20130926,12.0316,12.1390,11.9510,12.1390,179940
FPT,20130925,12.1659,12.1927,11.9779,12.0316,252640
FPT,20130924,11.9511,12.2465,11.9511,12.1390,335390
FPT,20130923,11.6825,11.9511,11.6825,11.9242,322410
FPT,20130920,11.6556,11.7362,11.6556,11.6825,44400
FPT,20130919,11.7093,11.7898,11.6556,11.6556,137210
FPT,20130918,11.6287,11.7630,11.5482,11.6287,206220
FPT,20130917,11.5213,11.6287,11.4407,11.5213,158300
FPT,20130916,11.5214,11.5482,11.4408,11.4676,171720
FPT,20130913,11.4945,11.6288,11.4945,11.4945,109090
FPT,20130912,11.5750,11.7093,11.5481,11.5482,192520
FPT,20130911,11.7899,11.8974,11.6288,11.6287,232820
FPT,20130910,11.6019,11.7899,11.6019,11.6825,61870
FPT,20130909,11.8973,11.8973,11.5213,11.6019,136590
FPT,20130906,11.7899,12.0585,11.7093,11.8973,265600
FPT,20130905,11.6019,11.7630,11.4944,11.7362,241450
FPT,20130904,11.5751,11.6288,11.4408,11.5213,255430
FPT,20130903,11.7361,11.7361,11.4944,11.4945,58660
FPT,20130830,11.5482,11.6019,11.4139,11.5750,229370
FPT,20130829,11.4408,11.6825,11.4408,11.4408,139290
FPT,20130828,11.7631,11.8168,11.3334,11.4945,433180
FPT,20130827,12.0585,12.0585,11.8705,11.9242,122680
FPT,20130826,11.9778,12.0316,11.8167,11.9779,199040
FPT,20130823,12.2196,12.2464,11.9510,12.0047,440450
FPT,20130822,12.4613,12.4613,12.1122,12.1927,373950
FPT,20130821,12.5687,12.5687,12.0853,12.4613,472880
FPT,20130820,12.6224,12.6493,12.4613,12.5687,448010
FPT,20130819,12.3539,12.7836,12.3270,12.6493,538180
FPT,20130816,12.2733,12.3539,12.1391,12.3539,320220
FPT,20130815,12.1663,12.4080,12.0589,12.3002,805360
FPT,20130814,11.8189,11.8709,11.7669,11.8709,198010
FPT,20130813,11.7929,11.9228,11.7409,11.8189,426440
FPT,20130812,11.8969,11.8969,11.7410,11.7929,199710
FPT,20130809,11.7410,11.8449,11.7150,11.8449,204960
FPT,20130808,12.0267,12.0267,11.7410,11.7410,363680
FPT,20130807,11.8189,12.1306,11.7670,12.0267,826400
FPT,20130806,11.5592,11.7670,11.5592,11.7410,475480
FPT,20130805,11.2475,11.7930,11.2475,11.5592,564080
FPT,20130802,11.2475,11.2735,11.1956,11.2215,77930
FPT,20130801,11.1695,11.1955,11.1435,11.1436,77340
FPT,20130731,11.2474,11.2474,11.0916,11.1695,83540
FPT,20130730,10.9357,11.1695,10.9097,11.1695,90410
FPT,20130729,11.1436,11.1436,10.9098,10.9617,179400
FPT,20130726,11.3254,11.3254,11.1175,11.1436,58250
FPT,20130725,11.2734,11.3513,11.1695,11.2734,107830
FPT,20130724,11.2215,11.2734,11.1695,11.1695,239630
FPT,20130723,11.4033,11.4033,11.2994,11.3254,95720
FPT,20130722,11.5072,11.5072,11.2994,11.4033,66820
FPT,20130719,11.3514,11.4034,11.2475,11.4033,113860
FPT,20130718,11.3514,11.4293,11.2475,11.2475,65160
FPT,20130717,11.4293,11.4293,11.3514,11.3514,145010
FPT,20130716,11.2475,11.4033,11.1955,11.3254,107880
FPT,20130715,11.2474,11.2474,11.0916,11.1955,75830
FPT,20130712,10.9877,11.1696,10.9877,11.1695,102160
FPT,20130711,11.0657,11.0657,10.9618,11.0137,108660
FPT,20130710,11.0656,11.0916,10.9877,11.0397,42560
FPT,20130709,11.1695,11.1695,10.9617,11.0656,88920
FPT,20130708,11.3514,11.3514,11.1695,11.1695,112140
FPT,20130705,11.2734,11.3513,11.1955,11.3254,193730
FPT,20130704,11.0916,11.4293,11.0656,11.2734,526820
FPT,20130703,11.0657,11.0657,10.9617,11.0656,144550
FPT,20130702,10.9358,11.1176,10.9098,11.0137,82370
FPT,20130701,10.9357,10.9357,10.8058,10.9098,42960
FPT,20130628,11.0397,11.0397,10.8579,10.8578,113820
FPT,20130627,10.8578,10.8838,10.7539,10.8059,171250
FPT,20130626,10.6760,10.8059,10.6760,10.7799,171080
FPT,20130625,10.9618,11.0137,10.6501,10.7539,668790
FPT,20130624,11.0916,11.0916,10.9617,11.0397,157140
FPT,20130621,11.0656,11.0916,10.9098,11.0916,249940
FPT,20130620,11.2215,11.2215,11.0916,11.1176,144390
FPT,20130619,11.1696,11.2735,11.1176,11.1695,105860
FPT,20130618,11.2215,11.2215,11.0656,11.1436,179510
FPT,20130617,11.5591,11.5591,11.2214,11.2215,245350
FPT,20130614,11.6631,11.6631,11.4812,11.4812,257590
FPT,20130613,11.6111,11.6890,11.5591,11.6111,413530
FPT,20130612,11.6890,11.7410,11.6111,11.6890,194000
FPT,20130611,11.8449,11.8449,11.6890,11.7410,235030
FPT,20130610,11.9488,11.9488,11.8189,11.8449,256220
FPT,20130607,11.9229,11.9488,11.6891,11.8189,145200
FPT,20130606,11.6111,11.8709,11.6111,11.8709,189030
FPT,20130605,11.6890,11.8189,11.6890,11.7410,114490
FPT,20130604,11.5072,11.8449,11.5072,11.6111,721910
FPT,20130603,11.5592,11.6631,11.4553,11.5072,312910
FPT,20130531,11.4812,11.8189,11.4293,11.5592,580620
FPT,20130530,11.3773,11.4293,11.2994,11.4033,294550
FPT,20130529,11.2994,11.5332,11.2215,11.4293,495190
FPT,20130528,11.1696,11.2475,11.1176,11.1955,330890
FPT,20130527,11.2475,11.2994,11.0916,11.1176,364260
FPT,20130524,10.8318,11.0136,10.8058,10.9098,325890
FPT,20130523,10.7279,10.9617,10.7279,10.8318,620980
FPT,20130522,10.9098,10.9618,10.8319,10.8318,473190
FPT,20130521,10.7279,10.9097,10.4162,10.9098,1829150
FPT,20130520,10.0006,10.3383,10.0006,10.2084,311400
FPT,20130517,10.0526,10.0786,10.0007,10.0006,103500
FPT,20130516,10.1306,10.1306,10.0007,10.0786,129340
FPT,20130515,10.0525,10.0785,9.9746,10.0786,156680
FPT,20130514,9.8707,10.2084,9.8707,9.9746,321880
FPT,20130513,9.9227,9.9227,9.8448,9.8707,60290
FPT,20130510,9.8708,9.8708,9.8188,9.8448,64700
FPT,20130509,9.8708,9.8708,9.8188,9.8188,80750
FPT,20130508,9.8708,9.8968,9.7669,9.8188,122380
FPT,20130507,9.8708,9.9487,9.7409,9.7409,91010
FPT,20130506,9.7149,9.9487,9.6370,9.9487,188450
FPT,20130503,9.6370,9.6630,9.6110,9.6370,73320
FPT,20130502,9.7149,9.7149,9.6109,9.6110,66280
FPT,20130426,9.6629,9.7149,9.6369,9.6629,51690
FPT,20130425,9.7669,9.7669,9.6370,9.6629,46180
FPT,20130424,9.7409,9.7409,9.5850,9.6370,150350
FPT,20130423,9.7149,9.7149,9.6110,9.6889,70860
FPT,20130422,9.7409,9.7409,9.5850,9.5850,143400
FPT,20130418,9.7668,9.8187,9.5850,9.6110,135860
FPT,20130417,9.9227,10.0007,9.7409,9.8707,105540
FPT,20130416,9.8188,9.8448,9.5590,9.7409,137720
FPT,20130415,10.0006,10.1305,9.7668,9.8188,320830
FPT,20130412,10.2604,10.3124,10.0526,10.1305,332180
FPT,20130411,10.3383,10.3383,10.1045,10.1825,312510
FPT,20130410,10.6500,10.6500,10.3383,10.3383,305550
FPT,20130409,10.3383,10.8058,10.3123,10.6240,894350
FPT,20130408,9.9746,10.3123,9.9746,10.3123,721860
FPT,20130405,9.8707,9.9746,9.8707,9.9746,123140
FPT,20130404,10.0006,10.0006,9.8707,9.8967,58120
FPT,20130403,10.0786,10.1046,9.9747,9.9746,128770
FPT,20130402,10.0006,10.2344,10.0006,10.0526,413850
FPT,20130401,9.7668,9.9747,9.7668,9.9746,142540
FPT,20130329,9.8188,9.8708,9.7409,9.8188,184310
FPT,20130328,9.8448,9.9227,9.8188,9.8188,97940
FPT,20130327,9.9227,9.9487,9.8188,9.8188,187110
FPT,20130326,10.0785,10.0785,9.9486,9.9487,138400
FPT,20130325,10.0525,10.0525,9.9227,10.0006,173440
FPT,20130322,10.0266,10.3383,9.8707,9.8707,387570
FPT,20130321,9.7149,10.0266,9.6889,9.9227,274540
FPT,20130320,9.6889,9.7409,9.6110,9.6629,63140
FPT,20130319,9.5330,9.6370,9.5330,9.6110,27280
FPT,20130318,9.6889,9.7149,9.5850,9.5850,54560
FPT,20130315,9.7149,9.7149,9.6369,9.6629,13800
FPT,20130314,9.7409,9.7409,9.6370,9.6889,15620
FPT,20130313,9.7669,9.7669,9.6110,9.6370,66390
FPT,20130312,9.6629,9.8188,9.5850,9.7149,67310
FPT,20130311,9.5590,9.7408,9.5590,9.7149,78540
FPT,20130308,9.3252,9.5850,9.3252,9.5590,116190
FPT,20130307,9.4811,9.4811,9.2473,9.3512,115870
FPT,20130306,9.2733,9.4292,9.2733,9.4032,60350
FPT,20130305,9.3512,9.4032,9.2733,9.2733,194960
FPT,20130304,9.5850,9.5850,9.3512,9.4032,225550
FPT,20130301,9.6370,9.6370,9.5590,9.6110,96880
FPT,20130228,9.5071,9.6630,9.5071,9.6110,191070
FPT,20130227,9.5071,9.6889,9.4811,9.5071,283110
FPT,20130226,9.9746,9.9746,9.5850,9.5850,285040
FPT,20130225,10.1045,10.1045,9.9486,9.9746,143330
FPT,20130222,10.1045,10.2344,9.7409,10.0006,337970
FPT,20130221,10.2604,10.2864,10.0266,10.0266,307570
FPT,20130220,10.1824,10.3123,10.1824,10.2604,171590
FPT,20130219,10.3903,10.4163,10.2864,10.3123,168260
FPT,20130218,10.3383,10.4422,10.3123,10.3903,131010
FPT,20130208,10.3124,10.5202,10.2604,10.3383,92170
FPT,20130207,10.2604,10.2864,10.2084,10.2864,155490
FPT,20130206,10.1565,10.3903,10.1565,10.2344,90900
FPT,20130205,10.1565,10.2344,10.1045,10.1825,183200
FPT,20130204,10.3383,10.3383,10.1825,10.2344,166570
FPT,20130201,10.3902,10.3902,10.1305,10.2604,323300
FPT,20130131,10.5461,10.5721,10.3903,10.4162,366670
FPT,20130130,10.3903,10.8059,10.3903,10.5981,689630
FPT,20130129,10.3123,10.3903,10.2344,10.2604,207130
FPT,20130128,10.2604,10.5980,10.2604,10.3383,558550
FPT,20130125,9.9746,10.2603,9.9746,10.2084,787540
FPT,20130124,9.6890,9.8968,9.6890,9.8707,141650
FPT,20130123,9.5850,9.6890,9.5850,9.6370,192530
FPT,20130122,9.7928,9.8448,9.4291,9.6370,373240
FPT,20130121,9.8188,9.8708,9.7409,9.7928,119000
FPT,20130118,9.8188,9.8967,9.7928,9.8448,362960
FPT,20130117,10.0006,10.0526,9.8967,9.8967,292200
FPT,20130116,10.0266,10.1825,9.9227,10.0266,368380
FPT,20130115,9.7928,10.0526,9.7928,9.9227,357880
FPT,20130114,9.9227,10.0006,9.7668,9.7928,499600
FPT,20130111,10.2604,10.3124,10.0786,10.1045,614810
FPT,20130110,10.0526,10.3383,10.0266,10.2604,607050
FPT,20130109,10.3642,10.3642,10.0006,10.1305,1588500
FPT,20130108,9.4292,9.8708,9.4032,9.8707,535860
